City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,nova sintra,14.8667,-24.7167,76.95,79,100,19.95,CV,1732217003
367,moree,-29.4667,149.85,64.18,67,0,8.32,AU,1732217004
368,kourou,5.1552,-52.6478,84.78,69,100,9.57,GF,1732217005
369,bandarbeyla,9.4942,50.8122,79.99,82,53,13.76,SO,1732217006
370,ancud,-41.8697,-73.8203,57.22,58,100,10.16,CL,1732217007
371,tazovsky,67.4667,78.7,-12.3,93,100,17.31,RU,1732217009
372,praia da vitoria,38.7333,-27.0667,66.45,88,20,9.46,PT,1732216743
373,saynshand,44.8824,110.1163,29.17,50,6,6.42,MN,1732217011
374,sandnessjoen,66.0217,12.6316,24.91,42,0,9.22,NO,1732216987
375,biloela,-24.4167,150.5,65.71,89,4,10.67,AU,1732217013
376,daru,-9.0763,143.2092,80.29,86,31,7.45,PG,1732216946
377,buta,2.7858,24.73,74.25,79,28,0.65,CD,1732217015
378,maceio,-9.6658,-35.7353,83.64,65,20,18.41,BR,1732216728
379,manta,-0.95,-80.7333,87.58,58,40,13.8,EC,1732216806
380,bochum,51.4833,7.2167,32.4,86,100,1.01,DE,1732217018
381,fraga,41.5229,0.3489,59.83,56,36,24.9,ES,1732217020
382,coruripe,-10.1256,-36.1756,80.6,69,28,16.93,BR,1732217021
383,igarka,67.4667,86.5833,-19.32,99,78,10.36,RU,1732217022
384,dunedin,-45.8742,170.5036,52.81,58,89,4.0,NZ,1732217023
385,hilo,19.7297,-155.09,72.1,99,100,0.0,US,1732217024
386,sarupathar,26.1984,93.8094,61.54,86,0,2.26,IN,1732217025
387,santa terezinha,-29.9002,-50.0904,67.93,84,100,18.75,BR,1732217026
388,palmer,42.1584,-72.3287,45.52,79,100,11.5,US,1732217027
389,tionk essil,12.7856,-16.5217,80.56,58,0,9.24,SN,1732217028
390,birao,10.2849,22.7882,72.84,23,4,5.84,CF,1732217029
391,rondonopolis,-16.4708,-54.6356,92.93,42,97,5.91,BR,1732217030
392,poso,-1.3959,120.7524,78.08,77,100,4.32,ID,1732217032
393,santa teresa,10.2341,-66.6631,88.68,61,100,6.02,VE,1732217033
394,walvis bay,-22.9575,14.5053,61.75,88,12,4.61,NA,1732217034
395,kuraymah,18.55,31.85,72.84,24,0,11.16,SD,1732217035
396,palikir - national government center,6.9248,158.1611,83.39,77,79,15.84,FM,1732217036
397,tawau,4.2498,117.8871,77.13,88,100,5.19,MY,1732217037
398,motygino,58.1831,94.7592,6.49,99,99,1.99,RU,1732217038
399,northam,51.0333,-4.2167,41.61,79,100,11.18,GB,1732217039
400,cambria,35.5641,-121.0808,61.05,70,2,3.0,US,1732217040
401,santa marta,11.2408,-74.199,87.85,76,40,10.36,CO,1732217005
402,akhtubinsk,48.2795,46.1722,43.12,75,1,21.23,RU,1732217042
403,mulayjah,27.271,48.4242,70.93,77,69,4.07,SA,1732217044
404,kristiansund,63.1115,7.732,22.12,86,40,3.44,NO,1732217045
405,buurhakaba,2.8026,44.0781,78.85,72,100,12.48,SO,1732217046
406,amasya,40.6667,35.8333,61.18,59,100,16.64,TR,1732217047
407,conduaga,8.862,117.4893,77.81,84,70,1.05,PH,1732216994
408,xinghua,32.9392,119.8342,47.32,79,4,4.7,CN,1732217049
409,siler city,35.7235,-79.4622,57.0,34,40,9.22,US,1732216855
410,puerto aysen,-45.4,-72.7,62.35,64,99,3.76,CL,1732217051
411,mount isa,-20.7333,139.5,78.57,61,20,9.22,AU,1732216861
412,punta arenas,-53.15,-70.9167,57.31,62,0,12.66,CL,1732216814
413,kolda,12.8833,-14.95,84.51,61,0,0.0,SN,1732217054
414,ponta delgada,37.7333,-25.6667,66.92,88,40,6.91,PT,1732217056
415,porto novo,6.4965,2.6036,84.02,77,100,8.72,BJ,1732217057
416,januaria,-15.4833,-44.3667,87.89,52,100,5.3,BR,1732217058
417,meleuz,52.9667,55.9167,20.77,95,16,4.61,RU,1732217059
418,mahdia,35.5047,11.0622,67.46,58,13,11.43,TN,1732217060
419,baiquan,47.5833,126.0833,14.79,84,5,7.2,CN,1732217061
420,port hedland,-20.3167,118.5667,82.45,69,3,11.5,AU,1732216918
421,manicore,-5.8092,-61.3003,91.13,50,100,4.52,BR,1732217063
422,turpan,42.9333,89.1667,39.36,54,17,2.48,CN,1732217064
423,andergrove,-21.0833,149.1833,76.33,76,71,14.14,AU,1732217065
424,alpatovo,43.7028,45.2415,47.98,96,4,5.32,RU,1732217066
425,hami,42.8,93.45,38.03,48,80,2.17,CN,1732217067
426,san antonio de pale,-1.4014,5.6325,77.68,87,100,12.41,GQ,1732217069
427,wusong,30.95,117.7833,49.17,83,28,4.29,CN,1732217070
428,prince rupert,54.3161,-130.3201,44.29,49,100,23.02,CA,1732217071
429,tete,-16.1564,33.5867,91.49,46,20,9.22,MZ,1732217072
430,saint-felix-de-valois,46.1668,-73.4324,42.04,87,100,7.0,CA,1732217073
431,remire-montjoly,4.9167,-52.2667,87.84,66,0,12.66,GF,1732217074
432,hammerfest,70.6634,23.6821,30.65,69,40,21.85,NO,1732217046
433,sechura,-5.5569,-80.8222,78.15,57,100,15.21,PE,1732217076
434,port-cartier,50.0334,-66.8654,40.51,85,100,7.27,CA,1732217077
435,riverton,40.5219,-111.9391,57.24,21,0,18.41,US,1732217078
436,queenstown,-31.8976,26.8753,64.89,86,41,6.44,ZA,1732217041
437,isla vista,34.4133,-119.861,67.35,55,0,6.67,US,1732217081
438,sainyabuli,19.25,101.75,65.17,93,0,0.92,LA,1732217082
439,dazhong,33.1997,120.4578,46.13,82,5,5.39,CN,1732217084
440,langarud,37.197,50.1535,58.06,81,0,4.12,IR,1732217086
441,selogiri,-7.7833,110.8667,77.72,90,100,0.54,ID,1732217087
442,glace bay,46.1969,-59.957,45.99,99,100,17.27,CA,1732217088
443,weligama,5.9667,80.4167,74.88,96,100,4.83,LK,1732217089
444,superior,46.7208,-92.1041,47.77,71,100,13.8,US,1732217090
445,nova vicosa,-17.8919,-39.3719,83.21,66,0,13.15,BR,1732217092
446,ndele,8.4109,20.6473,76.84,28,78,3.6,CF,1732217093
447,dalandzadgad,43.5708,104.425,32.14,22,38,3.56,MN,1732217094
448,bataipora,-22.2953,-53.2711,92.89,41,81,8.21,BR,1732217095
449,cidreira,-30.1811,-50.2056,68.68,79,100,18.72,BR,1732217096
450,boende,-0.2167,20.8667,72.84,97,100,1.81,CD,1732217097
451,devils lake,48.1128,-98.8651,20.95,83,0,10.36,US,1732217098
452,tahe,52.3333,124.7333,0.86,97,5,3.65,CN,1732217099
453,dinguiraye,11.3,-10.7167,77.68,31,6,0.87,GN,1732217100
454,chibougamau,49.9168,-74.3659,40.62,75,100,12.66,CA,1732217101
455,newman,37.3138,-121.0208,65.05,43,100,4.0,US,1732217102
456,machico,32.7,-16.7667,75.0,78,20,2.3,PT,1732217103
457,lazaro cardenas,17.9583,-102.2,85.26,68,95,8.14,MX,1732217105
458,shingu,33.7333,135.9833,49.03,81,0,5.93,JP,1732217106
459,colonia,50.9333,6.95,31.95,86,0,3.44,DE,1732217056
460,san juanito,28.0,-107.5833,71.33,9,1,5.44,MX,1732217108
461,san felice circeo,41.2372,13.0942,53.17,69,81,17.45,IT,1732217109
462,brookings,44.3114,-96.7984,32.45,78,100,17.27,US,1732217080
463,fredericton,45.9454,-66.6656,43.84,89,100,18.41,CA,1732216835
464,semnan,35.5729,53.3971,51.75,68,0,2.64,IR,1732217112
465,kramfors,62.9316,17.7765,21.0,79,100,21.85,SE,1732217113
466,geraldton,-28.7667,114.6,61.21,88,100,12.93,AU,1732217114
467,magdagachi,53.45,125.8,1.24,93,5,3.83,RU,1732217115
468,faya-largeau,17.9257,19.1043,73.11,21,3,12.15,TD,1732217117
469,joao neiva,-19.7575,-40.3856,73.8,94,100,5.01,BR,1732217118
470,lamar,33.6668,-95.5836,64.89,36,0,12.66,US,1732217119
471,yantzaza,-3.8278,-78.7594,82.69,62,100,3.18,EC,1732217120
472,el granada,37.5027,-122.4694,63.01,86,100,18.41,US,1732217009
473,laredo,27.5064,-99.5075,73.69,18,0,5.75,US,1732216843
474,kingscliff,-28.2667,153.5667,67.8,100,100,9.22,AU,1732217123
475,aykhal,66.0,111.5,15.85,95,100,8.61,RU,1732217124
476,turkmenbasy,40.0222,52.9552,48.97,66,0,9.22,TM,1732217125
477,san jose,37.3394,-121.895,65.71,62,75,16.11,US,1732216882
478,houghton,47.1219,-88.569,42.82,95,100,7.0,US,1732216917
479,yakeshi,49.2833,120.7333,-2.6,100,77,2.75,CN,1732217128
480,tofol,5.3248,163.0078,84.18,77,97,15.12,FM,1732216970
481,soio,-6.1349,12.3689,78.51,87,100,8.86,AO,1732217131
482,show low,34.2542,-110.0298,64.0,11,0,9.22,US,1732217132
483,makoua,0.0069,15.6333,73.29,94,91,2.37,CG,1732217133
484,amuntai,-2.4177,115.2494,73.92,98,100,0.87,ID,1732217134
485,carupano,10.6678,-63.2585,87.87,64,100,9.91,VE,1732217135
486,sho'rchi,38.0141,67.7899,56.07,67,100,6.51,UZ,1732217138
487,san matias,-16.3667,-58.4,91.49,50,100,2.51,BO,1732217139
488,amahai,-3.3333,128.9167,78.75,80,100,4.76,ID,1732217140
489,choibalsan,48.0667,114.5,23.77,78,7,5.88,MN,1732217142
490,arar,30.9753,41.0381,59.02,58,0,0.0,SA,1732217143
491,gaalkacyo,6.7697,47.4308,79.43,71,20,15.86,SO,1732217144
492,salahonda,2.1019,-78.7217,78.71,78,67,21.03,CO,1732217145
493,lorengau,-2.0226,147.2712,80.46,82,100,4.97,PG,1732217146
494,tinajo,29.0788,-13.7081,74.28,64,0,4.61,ES,1732217147
495,island harbour,50.724,-1.2758,34.93,54,86,1.01,GB,1732217148
496,nashville,36.1659,-86.7844,50.43,42,20,19.57,US,1732216665
497,tuy hoa,13.0833,109.3,74.79,94,98,4.88,VN,1732217151
498,cassilandia,-19.1133,-51.7342,85.08,63,97,4.85,BR,1732217000
499,antofagasta,-23.65,-70.4,67.28,75,98,8.79,CL,1732217089
500,sijunjung,-0.6876,100.9537,72.91,100,100,0.96,ID,1732217154
501,borskoye,53.0333,51.7167,33.51,85,18,14.5,RU,1732217155
502,kavieng,-2.5744,150.7967,81.91,79,96,11.21,PG,1732217156
503,mesudiye,40.4625,37.7725,43.45,82,82,10.38,TR,1732217157
504,essaouira,31.5125,-9.77,74.7,53,5,2.3,MA,1732217158
505,grand baie,-20.0182,57.5802,77.45,93,8,5.99,MU,1732217159
506,paradip garh,20.3167,86.6167,70.63,68,0,2.53,IN,1732217160
507,lubango,-14.9172,13.4925,66.06,77,100,3.44,AO,1732217162
508,broome,42.2506,-75.833,40.69,92,100,4.61,US,1732217163
509,castillos,-34.1667,-53.8333,67.64,68,100,10.25,UY,1732217164
510,el obeid,13.1842,30.2167,72.63,27,9,10.18,SD,1732217165
511,mae ramat,16.984,98.5166,69.22,93,0,2.33,TH,1732217166
512,plesetsk,62.708,40.2916,38.17,97,100,11.86,RU,1732217167
513,oak hill,37.9723,-81.1487,36.88,87,100,12.01,US,1732217064
514,yelizovo,53.1873,158.3805,15.94,67,0,8.95,RU,1732217169
515,mili,6.0815,171.735,83.52,78,100,16.11,MH,1732217170
516,ambovombe,-25.1667,46.0833,73.83,80,0,17.87,MG,1732217171
517,kalmunai,7.4167,81.8167,77.04,92,100,8.21,LK,1732217172
518,puerto el triunfo,13.2833,-88.55,85.57,72,30,7.07,SV,1732217174
519,dzhambeyty,50.2536,52.595,34.54,78,70,15.28,KZ,1732217175
520,dauphin,51.1494,-100.0502,15.94,79,0,16.11,CA,1732217176
521,gisborne,-38.6533,178.0042,54.45,82,68,21.88,NZ,1732217177
522,bairnsdale,-37.8333,147.6167,57.06,95,5,2.42,AU,1732217178
523,mugango,-1.6833,33.7,69.91,80,100,0.27,TZ,1732217179
524,corner brook,48.9667,-57.9484,41.65,94,100,15.37,CA,1732217180
525,adre,13.4667,22.2,69.01,16,5,8.86,TD,1732217182
526,al bayda,32.7627,21.7551,59.81,72,100,6.82,LY,1732217183
527,kayyerkan,69.3786,87.7439,-25.56,99,100,5.66,RU,1732217184
528,tebingtinggi,3.3285,99.1625,74.05,99,100,2.42,ID,1732217186
529,tieling,42.2931,123.8414,31.53,63,0,4.5,CN,1732217187
530,valle de la pascua,9.2155,-66.0073,89.94,52,91,5.1,VE,1732216914
531,burang,30.25,81.1667,26.35,83,19,4.56,CN,1732217189
532,sheridan,44.8333,-106.9173,42.46,52,0,0.0,US,1732217154
533,betong,5.7743,101.0723,71.92,99,100,2.59,TH,1732217191
534,misratah,32.3754,15.0925,71.26,66,45,9.57,LY,1732217192
535,shiqian,27.5225,108.2281,50.43,90,100,0.94,CN,1732217193
536,conception bay south,47.4999,-52.9981,45.45,99,100,14.18,CA,1732217194
537,mkushi,-13.6202,29.3939,77.43,40,100,6.26,ZM,1732217195
538,antigonish,45.6169,-61.9986,48.02,96,100,4.0,CA,1732216928
539,princeville,45.7668,-61.2985,49.69,93,100,5.75,CA,1732217197
540,yreka,41.7354,-122.6345,44.78,98,100,4.61,US,1732217199
541,tabalah,19.95,42.4,74.44,45,0,4.05,SA,1732217200
542,kiama,-34.6833,150.8667,59.25,93,16,8.46,AU,1732217201
543,pacasmayo,-7.4006,-79.5714,71.53,71,100,13.6,PE,1732217202
544,belmonte,-15.8631,-38.8828,81.75,69,15,11.54,BR,1732217203
545,merlo,-32.3429,-65.014,78.82,39,5,3.31,AR,1732216967
546,tupiza,-21.45,-65.7167,74.55,24,24,11.95,BO,1732217205
547,enriquillo,17.9,-71.2333,80.65,63,69,6.46,DO,1732217206
548,severo-yeniseyskiy,60.3725,93.0408,17.91,88,100,6.42,RU,1732217207
549,sao paulo de olivenca,-3.3783,-68.8725,86.0,68,100,1.92,BR,1732217208
550,buulobarde,3.8538,45.5674,79.18,60,53,11.16,SO,1732217209
551,alesund,62.4723,6.1549,26.74,68,40,8.05,NO,1732216965
552,port douglas,-16.4833,145.4667,76.93,90,98,7.74,AU,1732217142
553,ketchikan,55.3422,-131.6461,42.78,70,0,9.22,US,1732217213
554,leesville,31.1435,-93.261,68.23,24,0,8.05,US,1732217214
555,zheleznodorozhnyy,55.7503,38.0042,49.55,78,100,28.1,RU,1732217215
556,vilhena,-12.7406,-60.1458,75.42,88,100,6.91,BR,1732217216
557,posto fiscal rolim de moura,-13.0833,-62.2667,84.51,69,100,3.38,BR,1732217217
558,villa gesell,-37.2639,-56.973,66.0,76,100,21.72,AR,1732217147
559,martuk,50.7475,56.5056,27.36,81,97,8.88,KZ,1732217219
560,hengchun,22.0042,120.7439,74.53,77,64,19.08,TW,1732217220
561,yatou,37.15,122.3833,44.04,47,0,13.13,CN,1732217221
562,karyes,37.3,22.5,46.53,95,100,3.6,GR,1732217222
